row_id,variant_id,base_model,model,dc_solution,rating,label,condition,anchor_type,anchor_level,iteration
gemma3_generalist_46_20260702_095543,gemma3_generalist,gemma3,generalist,Protection DC system design tool,4,Very important,context,,,46
gemma3_normative_46_20260702_095543,gemma3_normative,gemma3,normative,Protection DC system design tool,4,Very important,context,,,46
gemma3_subject-matter_46_20260702_095543,gemma3_subject-matter,gemma3,subject-matter,Protection DC system design tool,4,Very important,context,,,46
phi4_generalist_47_20260702_095843,phi4_generalist,phi4,generalist,Protection DC system design tool,4,Very important,context,,,47
phi4_normative_47_20260702_095843,phi4_normative,phi4,normative,Protection DC system design tool,4,Very important,context,,,47
phi4_subject-matter_47_20260702_095843,phi4_subject-matter,phi4,subject-matter,Protection DC system design tool,4,Very important,context,,,47
llama_generalist_47_20260702_095843,llama_generalist,llama,generalist,Protection DC system design tool,3,Important,context,,,47
llama_normative_47_20260702_095843,llama_normative,llama,normative,Protection DC system design tool,3,Important,context,,,47
llama_subject-matter_47_20260702_095843,llama_subject-matter,llama,subject-matter,Protection DC system design tool,4,Very important,context,,,47
mistral_generalist_47_20260702_095843,mistral_generalist,mistral,generalist,Protection DC system design tool,3,Important,context,,,47
mistral_normative_47_20260702_095843,mistral_normative,mistral,normative,Protection DC system design tool,4,Very important,context,,,47
mistral_subject-matter_47_20260702_095843,mistral_subject-matter,mistral,subject-matter,Protection DC system design tool,4,Very important,context,,,47
gemma3_generalist_47_20260702_095843,gemma3_generalist,gemma3,generalist,Protection DC system design tool,4,Very important,context,,,47
gemma3_normative_47_20260702_095843,gemma3_normative,gemma3,normative,Protection DC system design tool,4,Very important,context,,,47
gemma3_subject-matter_47_20260702_095843,gemma3_subject-matter,gemma3,subject-matter,Protection DC system design tool,4,Very important,context,,,47
phi4_generalist_48_20260702_100217,phi4_generalist,phi4,generalist,Protection DC system design tool,4,Very important,context,,,48
phi4_normative_48_20260702_100217,phi4_normative,phi4,normative,Protection DC system design tool,4,Very important,context,,,48
phi4_subject-matter_48_20260702_100217,phi4_subject-matter,phi4,subject-matter,Protection DC system design tool,4,Very important,context,,,48
llama_generalist_48_20260702_100217,llama_generalist,llama,generalist,Protection DC system design tool,4,Very important,context,,,48
llama_normative_48_20260702_100217,llama_normative,llama,normative,Protection DC system design tool,4,Very important,context,,,48
llama_subject-matter_48_20260702_100217,llama_subject-matter,llama,subject-matter,Protection DC system design tool,3,Important,context,,,48
mistral_generalist_48_20260702_100217,mistral_generalist,mistral,generalist,Protection DC system design tool,4,Very important,context,,,48
mistral_normative_48_20260702_100217,mistral_normative,mistral,normative,Protection DC system design tool,4,Very important,context,,,48
mistral_subject-matter_48_20260702_100217,mistral_subject-matter,mistral,subject-matter,Protection DC system design tool,4,Very important,context,,,48
gemma3_generalist_48_20260702_100217,gemma3_generalist,gemma3,generalist,Protection DC system design tool,4,Very important,context,,,48
gemma3_normative_48_20260702_100217,gemma3_normative,gemma3,normative,Protection DC system design tool,4,Very important,context,,,48
gemma3_subject-matter_48_20260702_100217,gemma3_subject-matter,gemma3,subject-matter,Protection DC system design tool,4,Very important,context,,,48
phi4_generalist_49_20260702_100531,phi4_generalist,phi4,generalist,Protection DC system design tool,4,Very important,context,,,49
phi4_normative_49_20260702_100531,phi4_normative,phi4,normative,Protection DC system design tool,4,Very important,context,,,49
phi4_subject-matter_49_20260702_100531,phi4_subject-matter,phi4,subject-matter,Protection DC system design tool,4,Very important,context,,,49
llama_generalist_49_20260702_100531,llama_generalist,llama,generalist,Protection DC system design tool,4,Very important,context,,,49
llama_normative_49_20260702_100531,llama_normative,llama,normative,Protection DC system design tool,4,Very important,context,,,49
llama_subject-matter_49_20260702_100531,llama_subject-matter,llama,subject-matter,Protection DC system design tool,3,Important,context,,,49
mistral_generalist_49_20260702_100531,mistral_generalist,mistral,generalist,Protection DC system design tool,4,Very important,context,,,49
mistral_normative_49_20260702_100531,mistral_normative,mistral,normative,Protection DC system design tool,4,Very important,context,,,49
mistral_subject-matter_49_20260702_100531,mistral_subject-matter,mistral,subject-matter,Protection DC system design tool,4,Very important,context,,,49
gemma3_generalist_49_20260702_100531,gemma3_generalist,gemma3,generalist,Protection DC system design tool,4,Very important,context,,,49
gemma3_normative_49_20260702_100531,gemma3_normative,gemma3,normative,Protection DC system design tool,4,Very important,context,,,49
gemma3_subject-matter_49_20260702_100531,gemma3_subject-matter,gemma3,subject-matter,Protection DC system design tool,4,Very important,context,,,49
phi4_generalist_00_20260702_100915,phi4_generalist,phi4,generalist,Semiconductor-based circuit breaker,4,Very important,context,,,0
phi4_normative_00_20260702_100915,phi4_normative,phi4,normative,Semiconductor-based circuit breaker,4,Very important,context,,,0
phi4_subject-matter_00_20260702_100915,phi4_subject-matter,phi4,subject-matter,Semiconductor-based circuit breaker,4,Very important,context,,,0
llama_generalist_00_20260702_100915,llama_generalist,llama,generalist,Semiconductor-based circuit breaker,4,Very important,context,,,0
llama_normative_00_20260702_100915,llama_normative,llama,normative,Semiconductor-based circuit breaker,4,Very important,context,,,0
llama_subject-matter_00_20260702_100915,llama_subject-matter,llama,subject-matter,Semiconductor-based circuit breaker,4,Very important,context,,,0
mistral_generalist_00_20260702_100915,mistral_generalist,mistral,generalist,Semiconductor-based circuit breaker,4,Very important,context,,,0
mistral_normative_00_20260702_100915,mistral_normative,mistral,normative,Semiconductor-based circuit breaker,4,Very important,context,,,0
mistral_subject-matter_00_20260702_100915,mistral_subject-matter,mistral,subject-matter,Semiconductor-based circuit breaker,4,Very important,context,,,0
gemma3_generalist_00_20260702_100915,gemma3_generalist,gemma3,generalist,Semiconductor-based circuit breaker,4,Very important,context,,,0
gemma3_normative_00_20260702_100915,gemma3_normative,gemma3,normative,Semiconductor-based circuit breaker,4,Very important,context,,,0
gemma3_subject-matter_00_20260702_100915,gemma3_subject-matter,gemma3,subject-matter,Semiconductor-based circuit breaker,4,Very important,context,,,0
phi4_generalist_01_20260702_101141,phi4_generalist,phi4,generalist,Semiconductor-based circuit breaker,4,Very important,context,,,1
phi4_normative_01_20260702_101141,phi4_normative,phi4,normative,Semiconductor-based circuit breaker,4,Very important,context,,,1
phi4_subject-matter_01_20260702_101141,phi4_subject-matter,phi4,subject-matter,Semiconductor-based circuit breaker,4,Very important,context,,,1
llama_generalist_01_20260702_101141,llama_generalist,llama,generalist,Semiconductor-based circuit breaker,4,Very important,context,,,1
llama_normative_01_20260702_101141,llama_normative,llama,normative,Semiconductor-based circuit breaker,4,Very important,context,,,1
llama_subject-matter_01_20260702_101141,llama_subject-matter,llama,subject-matter,Semiconductor-based circuit breaker,4,Very important,context,,,1
mistral_generalist_01_20260702_101141,mistral_generalist,mistral,generalist,Semiconductor-based circuit breaker,4,Very important,context,,,1
mistral_normative_01_20260702_101141,mistral_normative,mistral,normative,Semiconductor-based circuit breaker,4,Very important,context,,,1
mistral_subject-matter_01_20260702_101141,mistral_subject-matter,mistral,subject-matter,Semiconductor-based circuit breaker,4,Very important,context,,,1
gemma3_generalist_01_20260702_101141,gemma3_generalist,gemma3,generalist,Semiconductor-based circuit breaker,4,Very important,context,,,1
gemma3_normative_01_20260702_101141,gemma3_normative,gemma3,normative,Semiconductor-based circuit breaker,4,Very important,context,,,1
gemma3_subject-matter_01_20260702_101141,gemma3_subject-matter,gemma3,subject-matter,Semiconductor-based circuit breaker,4,Very important,context,,,1
phi4_generalist_02_20260702_101356,phi4_generalist,phi4,generalist,Semiconductor-based circuit breaker,4,Very important,context,,,2
phi4_normative_02_20260702_101356,phi4_normative,phi4,normative,Semiconductor-based circuit breaker,4,Very important,context,,,2
phi4_subject-matter_02_20260702_101356,phi4_subject-matter,phi4,subject-matter,Semiconductor-based circuit breaker,4,Very important,context,,,2
llama_generalist_02_20260702_101356,llama_generalist,llama,generalist,Semiconductor-based circuit breaker,3,Important,context,,,2
llama_normative_02_20260702_101356,llama_normative,llama,normative,Semiconductor-based circuit breaker,3,Important,context,,,2
llama_subject-matter_02_20260702_101356,llama_subject-matter,llama,subject-matter,Semiconductor-based circuit breaker,4,Very important,context,,,2
mistral_generalist_02_20260702_101356,mistral_generalist,mistral,generalist,Semiconductor-based circuit breaker,4,Very important,context,,,2
mistral_normative_02_20260702_101356,mistral_normative,mistral,normative,Semiconductor-based circuit breaker,4,Very important,context,,,2
mistral_subject-matter_02_20260702_101356,mistral_subject-matter,mistral,subject-matter,Semiconductor-based circuit breaker,4,Very important,context,,,2
gemma3_generalist_02_20260702_101356,gemma3_generalist,gemma3,generalist,Semiconductor-based circuit breaker,4,Very important,context,,,2
gemma3_normative_02_20260702_101356,gemma3_normative,gemma3,normative,Semiconductor-based circuit breaker,4,Very important,context,,,2
gemma3_subject-matter_02_20260702_101356,gemma3_subject-matter,gemma3,subject-matter,Semiconductor-based circuit breaker,4,Very important,context,,,2
phi4_generalist_03_20260702_101636,phi4_generalist,phi4,generalist,Semiconductor-based circuit breaker,4,Very important,context,,,3
phi4_normative_03_20260702_101636,phi4_normative,phi4,normative,Semiconductor-based circuit breaker,4,Very important,context,,,3
phi4_subject-matter_03_20260702_101636,phi4_subject-matter,phi4,subject-matter,Semiconductor-based circuit breaker,4,Very important,context,,,3
llama_generalist_03_20260702_101636,llama_generalist,llama,generalist,Semiconductor-based circuit breaker,3,Important,context,,,3
