row_id,variant_id,base_model,model,dc_solution,rating,label,condition,iteration
phi4_subject-matter_43_20260701_232845,phi4_subject-matter,phi4,subject-matter,DC-DC converter,4,Very important,context,43
llama_generalist_43_20260701_232845,llama_generalist,llama,generalist,DC-DC converter,3,Important,context,43
llama_normative_43_20260701_232845,llama_normative,llama,normative,DC-DC converter,4,Very important,context,43
llama_subject-matter_43_20260701_232845,llama_subject-matter,llama,subject-matter,DC-DC converter,4,Very important,context,43
mistral_generalist_43_20260701_232845,mistral_generalist,mistral,generalist,DC-DC converter,4,Very important,context,43
mistral_normative_43_20260701_232845,mistral_normative,mistral,normative,DC-DC converter,4,Very important,context,43
mistral_subject-matter_43_20260701_232845,mistral_subject-matter,mistral,subject-matter,DC-DC converter,4,Very important,context,43
gemma3_generalist_43_20260701_232845,gemma3_generalist,gemma3,generalist,DC-DC converter,3,Important,context,43
gemma3_normative_43_20260701_232845,gemma3_normative,gemma3,normative,DC-DC converter,3,Important,context,43
gemma3_subject-matter_43_20260701_232845,gemma3_subject-matter,gemma3,subject-matter,DC-DC converter,3,Important,context,43
phi4_generalist_44_20260701_233118,phi4_generalist,phi4,generalist,DC-DC converter,4,Very important,context,44
phi4_normative_44_20260701_233118,phi4_normative,phi4,normative,DC-DC converter,4,Very important,context,44
phi4_subject-matter_44_20260701_233118,phi4_subject-matter,phi4,subject-matter,DC-DC converter,4,Very important,context,44
llama_generalist_44_20260701_233118,llama_generalist,llama,generalist,DC-DC converter,3,Important,context,44
llama_normative_44_20260701_233118,llama_normative,llama,normative,DC-DC converter,3,Important,context,44
llama_subject-matter_44_20260701_233118,llama_subject-matter,llama,subject-matter,DC-DC converter,4,Very important,context,44
mistral_generalist_44_20260701_233118,mistral_generalist,mistral,generalist,DC-DC converter,4,Very important,context,44
mistral_normative_44_20260701_233118,mistral_normative,mistral,normative,DC-DC converter,3,Important,context,44
mistral_subject-matter_44_20260701_233118,mistral_subject-matter,mistral,subject-matter,DC-DC converter,4,Very important,context,44
gemma3_generalist_44_20260701_233118,gemma3_generalist,gemma3,generalist,DC-DC converter,3,Important,context,44
gemma3_normative_44_20260701_233118,gemma3_normative,gemma3,normative,DC-DC converter,3,Important,context,44
gemma3_subject-matter_44_20260701_233118,gemma3_subject-matter,gemma3,subject-matter,DC-DC converter,3,Important,context,44
phi4_generalist_45_20260701_233347,phi4_generalist,phi4,generalist,DC-DC converter,4,Very important,context,45
phi4_normative_45_20260701_233347,phi4_normative,phi4,normative,DC-DC converter,4,Very important,context,45
phi4_subject-matter_45_20260701_233347,phi4_subject-matter,phi4,subject-matter,DC-DC converter,4,Very important,context,45
llama_generalist_45_20260701_233347,llama_generalist,llama,generalist,DC-DC converter,3,Important,context,45
llama_normative_45_20260701_233347,llama_normative,llama,normative,DC-DC converter,4,Very important,context,45
llama_subject-matter_45_20260701_233347,llama_subject-matter,llama,subject-matter,DC-DC converter,3,Important,context,45
mistral_generalist_45_20260701_233347,mistral_generalist,mistral,generalist,DC-DC converter,3,Important,context,45
mistral_normative_45_20260701_233347,mistral_normative,mistral,normative,DC-DC converter,4,Very important,context,45
mistral_subject-matter_45_20260701_233347,mistral_subject-matter,mistral,subject-matter,DC-DC converter,4,Very important,context,45
gemma3_generalist_45_20260701_233347,gemma3_generalist,gemma3,generalist,DC-DC converter,3,Important,context,45
gemma3_normative_45_20260701_233347,gemma3_normative,gemma3,normative,DC-DC converter,3,Important,context,45
gemma3_subject-matter_45_20260701_233347,gemma3_subject-matter,gemma3,subject-matter,DC-DC converter,3,Important,context,45
phi4_generalist_46_20260701_233619,phi4_generalist,phi4,generalist,DC-DC converter,4,Very important,context,46
phi4_normative_46_20260701_233619,phi4_normative,phi4,normative,DC-DC converter,4,Very important,context,46
phi4_subject-matter_46_20260701_233619,phi4_subject-matter,phi4,subject-matter,DC-DC converter,4,Very important,context,46
llama_generalist_46_20260701_233619,llama_generalist,llama,generalist,DC-DC converter,3,Important,context,46
llama_normative_46_20260701_233619,llama_normative,llama,normative,DC-DC converter,3,Important,context,46
llama_subject-matter_46_20260701_233619,llama_subject-matter,llama,subject-matter,DC-DC converter,4,Very important,context,46
mistral_generalist_46_20260701_233619,mistral_generalist,mistral,generalist,DC-DC converter,3,Important,context,46
mistral_normative_46_20260701_233619,mistral_normative,mistral,normative,DC-DC converter,4,Very important,context,46
mistral_subject-matter_46_20260701_233619,mistral_subject-matter,mistral,subject-matter,DC-DC converter,4,Very important,context,46
gemma3_generalist_46_20260701_233619,gemma3_generalist,gemma3,generalist,DC-DC converter,3,Important,context,46
gemma3_normative_46_20260701_233619,gemma3_normative,gemma3,normative,DC-DC converter,3,Important,context,46
gemma3_subject-matter_46_20260701_233619,gemma3_subject-matter,gemma3,subject-matter,DC-DC converter,3,Important,context,46
phi4_generalist_47_20260701_233841,phi4_generalist,phi4,generalist,DC-DC converter,4,Very important,context,47
phi4_normative_47_20260701_233841,phi4_normative,phi4,normative,DC-DC converter,4,Very important,context,47
phi4_subject-matter_47_20260701_233841,phi4_subject-matter,phi4,subject-matter,DC-DC converter,4,Very important,context,47
llama_generalist_47_20260701_233841,llama_generalist,llama,generalist,DC-DC converter,3,Important,context,47
llama_normative_47_20260701_233841,llama_normative,llama,normative,DC-DC converter,4,Very important,context,47
llama_subject-matter_47_20260701_233841,llama_subject-matter,llama,subject-matter,DC-DC converter,4,Very important,context,47
mistral_generalist_47_20260701_233841,mistral_generalist,mistral,generalist,DC-DC converter,3,Important,context,47
mistral_normative_47_20260701_233841,mistral_normative,mistral,normative,DC-DC converter,4,Very important,context,47
mistral_subject-matter_47_20260701_233841,mistral_subject-matter,mistral,subject-matter,DC-DC converter,3,Important,context,47
gemma3_generalist_47_20260701_233841,gemma3_generalist,gemma3,generalist,DC-DC converter,3,Important,context,47
gemma3_normative_47_20260701_233841,gemma3_normative,gemma3,normative,DC-DC converter,3,Important,context,47
gemma3_subject-matter_47_20260701_233841,gemma3_subject-matter,gemma3,subject-matter,DC-DC converter,3,Important,context,47
phi4_generalist_48_20260701_234128,phi4_generalist,phi4,generalist,DC-DC converter,4,Very important,context,48
phi4_normative_48_20260701_234128,phi4_normative,phi4,normative,DC-DC converter,4,Very important,context,48
phi4_subject-matter_48_20260701_234128,phi4_subject-matter,phi4,subject-matter,DC-DC converter,4,Very important,context,48
llama_generalist_48_20260701_234128,llama_generalist,llama,generalist,DC-DC converter,4,Very important,context,48
llama_normative_48_20260701_234128,llama_normative,llama,normative,DC-DC converter,3,Important,context,48
llama_subject-matter_48_20260701_234128,llama_subject-matter,llama,subject-matter,DC-DC converter,3,Important,context,48
mistral_generalist_48_20260701_234128,mistral_generalist,mistral,generalist,DC-DC converter,3,Important,context,48
mistral_normative_48_20260701_234128,mistral_normative,mistral,normative,DC-DC converter,4,Very important,context,48
mistral_subject-matter_48_20260701_234128,mistral_subject-matter,mistral,subject-matter,DC-DC converter,4,Very important,context,48
gemma3_generalist_48_20260701_234128,gemma3_generalist,gemma3,generalist,DC-DC converter,3,Important,context,48
gemma3_normative_48_20260701_234128,gemma3_normative,gemma3,normative,DC-DC converter,3,Important,context,48
gemma3_subject-matter_48_20260701_234128,gemma3_subject-matter,gemma3,subject-matter,DC-DC converter,3,Important,context,48
phi4_generalist_49_20260701_234342,phi4_generalist,phi4,generalist,DC-DC converter,4,Very important,context,49
phi4_normative_49_20260701_234342,phi4_normative,phi4,normative,DC-DC converter,4,Very important,context,49
phi4_subject-matter_49_20260701_234342,phi4_subject-matter,phi4,subject-matter,DC-DC converter,4,Very important,context,49
llama_generalist_49_20260701_234342,llama_generalist,llama,generalist,DC-DC converter,3,Important,context,49
llama_normative_49_20260701_234342,llama_normative,llama,normative,DC-DC converter,4,Very important,context,49
llama_subject-matter_49_20260701_234342,llama_subject-matter,llama,subject-matter,DC-DC converter,4,Very important,context,49
mistral_generalist_49_20260701_234342,mistral_generalist,mistral,generalist,DC-DC converter,3,Important,context,49
mistral_normative_49_20260701_234342,mistral_normative,mistral,normative,DC-DC converter,4,Very important,context,49
mistral_subject-matter_49_20260701_234342,mistral_subject-matter,mistral,subject-matter,DC-DC converter,3,Important,context,49
gemma3_generalist_49_20260701_234342,gemma3_generalist,gemma3,generalist,DC-DC converter,3,Important,context,49
gemma3_normative_49_20260701_234342,gemma3_normative,gemma3,normative,DC-DC converter,3,Important,context,49
gemma3_subject-matter_49_20260701_234342,gemma3_subject-matter,gemma3,subject-matter,DC-DC converter,3,Important,context,49
phi4_generalist_00_20260702_074412,phi4_generalist,phi4,generalist,Protection DC system design tool,4,Very important,context,0
phi4_normative_00_20260702_074412,phi4_normative,phi4,normative,Protection DC system design tool,4,Very important,context,0
phi4_subject-matter_00_20260702_074412,phi4_subject-matter,phi4,subject-matter,Protection DC system design tool,4,Very important,context,0
llama_generalist_00_20260702_074412,llama_generalist,llama,generalist,Protection DC system design tool,3,Important,context,0
llama_normative_00_20260702_074412,llama_normative,llama,normative,Protection DC system design tool,3,Important,context,0
llama_subject-matter_00_20260702_074412,llama_subject-matter,llama,subject-matter,Protection DC system design tool,4,Very important,context,0
mistral_generalist_00_20260702_074412,mistral_generalist,mistral,generalist,Protection DC system design tool,4,Very important,context,0
mistral_normative_00_20260702_074412,mistral_normative,mistral,normative,Protection DC system design tool,4,Very important,context,0
mistral_subject-matter_00_20260702_074412,mistral_subject-matter,mistral,subject-matter,Protection DC system design tool,4,Very important,context,0
gemma3_generalist_00_20260702_074412,gemma3_generalist,gemma3,generalist,Protection DC system design tool,4,Very important,context,0
gemma3_normative_00_20260702_074412,gemma3_normative,gemma3,normative,Protection DC system design tool,4,Very important,context,0
gemma3_subject-matter_00_20260702_074412,gemma3_subject-matter,gemma3,subject-matter,Protection DC system design tool,4,Very important,context,0
phi4_generalist_01_20260702_074637,phi4_generalist,phi4,generalist,Protection DC system design tool,4,Very important,context,1
phi4_normative_01_20260702_074637,phi4_normative,phi4,normative,Protection DC system design tool,4,Very important,context,1
phi4_subject-matter_01_20260702_074637,phi4_subject-matter,phi4,subject-matter,Protection DC system design tool,4,Very important,context,1
llama_generalist_01_20260702_074637,llama_generalist,llama,generalist,Protection DC system design tool,4,Very important,context,1
llama_normative_01_20260702_074637,llama_normative,llama,normative,Protection DC system design tool,4,Very important,context,1
llama_subject-matter_01_20260702_074637,llama_subject-matter,llama,subject-matter,Protection DC system design tool,4,Very important,context,1
mistral_generalist_01_20260702_074637,mistral_generalist,mistral,generalist,Protection DC system design tool,4,Very important,context,1
mistral_normative_01_20260702_074637,mistral_normative,mistral,normative,Protection DC system design tool,4,Very important,context,1
mistral_subject-matter_01_20260702_074637,mistral_subject-matter,mistral,subject-matter,Protection DC system design tool,4,Very important,context,1
gemma3_generalist_01_20260702_074637,gemma3_generalist,gemma3,generalist,Protection DC system design tool,4,Very important,context,1
gemma3_normative_01_20260702_074637,gemma3_normative,gemma3,normative,Protection DC system design tool,4,Very important,context,1
gemma3_subject-matter_01_20260702_074637,gemma3_subject-matter,gemma3,subject-matter,Protection DC system design tool,4,Very important,context,1
phi4_generalist_02_20260702_074937,phi4_generalist,phi4,generalist,Protection DC system design tool,4,Very important,context,2
phi4_normative_02_20260702_074937,phi4_normative,phi4,normative,Protection DC system design tool,4,Very important,context,2
phi4_subject-matter_02_20260702_074937,phi4_subject-matter,phi4,subject-matter,Protection DC system design tool,4,Very important,context,2
llama_generalist_02_20260702_074937,llama_generalist,llama,generalist,Protection DC system design tool,4,Very important,context,2
llama_normative_02_20260702_074937,llama_normative,llama,normative,Protection DC system design tool,4,Very important,context,2
llama_subject-matter_02_20260702_074937,llama_subject-matter,llama,subject-matter,Protection DC system design tool,4,Very important,context,2
mistral_generalist_02_20260702_074937,mistral_generalist,mistral,generalist,Protection DC system design tool,4,Very important,context,2
