row_id,source,base_model,variant_id,model,barrier_id,barrier_label,condition,iteration,timestamp
generalist2_mistral_01_b4,llm,mistral,generalist2_mistral,generalist2,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",CONTEXT,1.0,20250807_140911
generalist2_mistral_01_b5,llm,mistral,generalist2_mistral,generalist2,5,lack of pilot projects,CONTEXT,1.0,20250807_140911
generalist2_mistral_02_b1,llm,mistral,generalist2_mistral,generalist2,1,"power losses, quality and safety issues",CONTEXT,2.0,20250807_141227
generalist2_mistral_02_b2,llm,mistral,generalist2_mistral,generalist2,2,reduced reliability in DC devices,CONTEXT,2.0,20250807_141227
generalist2_mistral_02_b3,llm,mistral,generalist2_mistral,generalist2,3,lack of use-cases in which DC is advantageous,CONTEXT,2.0,20250807_141227
generalist2_mistral_02_b4,llm,mistral,generalist2_mistral,generalist2,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",CONTEXT,2.0,20250807_141227
generalist2_mistral_02_b5,llm,mistral,generalist2_mistral,generalist2,5,lack of pilot projects,CONTEXT,2.0,20250807_141227
generalist2_mistral_03_b1,llm,mistral,generalist2_mistral,generalist2,1,"power losses, quality and safety issues",CONTEXT,3.0,20250807_141542
generalist2_mistral_03_b2,llm,mistral,generalist2_mistral,generalist2,2,reduced reliability in DC devices,CONTEXT,3.0,20250807_141542
generalist2_mistral_03_b3,llm,mistral,generalist2_mistral,generalist2,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",CONTEXT,3.0,20250807_141542
generalist2_mistral_03_b4,llm,mistral,generalist2_mistral,generalist2,5,lack of pilot projects,CONTEXT,3.0,20250807_141542
generalist2_mistral_03_b5,llm,mistral,generalist2_mistral,generalist2,6,public perception of DC and readiness to 'champion' installations from DC projects,CONTEXT,3.0,20250807_141542
generalist2_mistral_04_b1,llm,mistral,generalist2_mistral,generalist2,1,"power losses, quality and safety issues",CONTEXT,4.0,20250807_141803
generalist2_mistral_04_b2,llm,mistral,generalist2_mistral,generalist2,2,reduced reliability in DC devices,CONTEXT,4.0,20250807_141803
generalist2_mistral_04_b3,llm,mistral,generalist2_mistral,generalist2,3,lack of use-cases in which DC is advantageous,CONTEXT,4.0,20250807_141803
generalist2_mistral_04_b4,llm,mistral,generalist2_mistral,generalist2,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",CONTEXT,4.0,20250807_141803
generalist2_mistral_04_b5,llm,mistral,generalist2_mistral,generalist2,5,lack of pilot projects,CONTEXT,4.0,20250807_141803
generalist2_mistral_05_b1,llm,mistral,generalist2_mistral,generalist2,1,"power losses, quality and safety issues",CONTEXT,5.0,20250807_142035
generalist2_mistral_05_b4,llm,mistral,generalist2_mistral,generalist2,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",CONTEXT,5.0,20250807_142035
generalist2_mistral_05_b5,llm,mistral,generalist2_mistral,generalist2,5,lack of pilot projects,CONTEXT,5.0,20250807_142035
generalist2_mistral_05_b8,llm,mistral,generalist2_mistral,generalist2,8,misconception and lack of knowledge leads to lengthy/expensive design and permit process,CONTEXT,5.0,20250807_142035
generalist2_mistral_05_b10,llm,mistral,generalist2_mistral,generalist2,10,uncertain regulatory roadmap,CONTEXT,5.0,20250807_142035
generalist2_mistral_06_b1,llm,mistral,generalist2_mistral,generalist2,1,"power losses, quality and safety issues",CONTEXT,6.0,20250807_142248
generalist2_mistral_06_b4,llm,mistral,generalist2_mistral,generalist2,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",CONTEXT,6.0,20250807_142248
generalist2_mistral_06_b5,llm,mistral,generalist2_mistral,generalist2,5,lack of pilot projects,CONTEXT,6.0,20250807_142248
generalist2_mistral_06_b6,llm,mistral,generalist2_mistral,generalist2,6,public perception of DC and readiness to 'champion' installations from DC projects,CONTEXT,6.0,20250807_142248
generalist2_mistral_06_b10,llm,mistral,generalist2_mistral,generalist2,10,uncertain regulatory roadmap,CONTEXT,6.0,20250807_142248
generalist2_mistral_07_b1,llm,mistral,generalist2_mistral,generalist2,1,"power losses, quality and safety issues",CONTEXT,7.0,20250807_142513
generalist2_mistral_07_b2,llm,mistral,generalist2_mistral,generalist2,2,reduced reliability in DC devices,CONTEXT,7.0,20250807_142513
generalist2_mistral_07_b4,llm,mistral,generalist2_mistral,generalist2,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",CONTEXT,7.0,20250807_142513
generalist2_mistral_07_b3,llm,mistral,generalist2_mistral,generalist2,5,lack of pilot projects,CONTEXT,7.0,20250807_142513
generalist2_mistral_07_b5,llm,mistral,generalist2_mistral,generalist2,10,uncertain regulatory roadmap,CONTEXT,7.0,20250807_142513
generalist2_mistral_08_b1,llm,mistral,generalist2_mistral,generalist2,1,"power losses, quality and safety issues",CONTEXT,8.0,20250807_142751
generalist2_mistral_08_b2,llm,mistral,generalist2_mistral,generalist2,2,reduced reliability in DC devices,CONTEXT,8.0,20250807_142751
generalist2_mistral_08_b3,llm,mistral,generalist2_mistral,generalist2,3,lack of use-cases in which DC is advantageous,CONTEXT,8.0,20250807_142751
generalist2_mistral_08_b4,llm,mistral,generalist2_mistral,generalist2,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",CONTEXT,8.0,20250807_142751
generalist2_mistral_08_b5,llm,mistral,generalist2_mistral,generalist2,5,lack of pilot projects,CONTEXT,8.0,20250807_142751
generalist2_mistral_09_b1,llm,mistral,generalist2_mistral,generalist2,1,"power losses, quality and safety issues",CONTEXT,9.0,20250807_143018
generalist2_mistral_09_b2,llm,mistral,generalist2_mistral,generalist2,2,reduced reliability in DC devices,CONTEXT,9.0,20250807_143018
generalist2_mistral_09_b3,llm,mistral,generalist2_mistral,generalist2,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",CONTEXT,9.0,20250807_143018
generalist2_mistral_09_b4,llm,mistral,generalist2_mistral,generalist2,5,lack of pilot projects,CONTEXT,9.0,20250807_143018
generalist2_mistral_09_b5,llm,mistral,generalist2_mistral,generalist2,5,lack of pilot projects,CONTEXT,9.0,20250807_143018
generalist2_mistral_10_b1,llm,mistral,generalist2_mistral,generalist2,1,"power losses, quality and safety issues",CONTEXT,10.0,20250807_143244
generalist2_mistral_10_b2,llm,mistral,generalist2_mistral,generalist2,2,reduced reliability in DC devices,CONTEXT,10.0,20250807_143244
generalist2_mistral_10_b3,llm,mistral,generalist2_mistral,generalist2,3,lack of use-cases in which DC is advantageous,CONTEXT,10.0,20250807_143244
generalist2_mistral_10_b4,llm,mistral,generalist2_mistral,generalist2,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",CONTEXT,10.0,20250807_143244
generalist2_mistral_10_b5,llm,mistral,generalist2_mistral,generalist2,5,lack of pilot projects,CONTEXT,10.0,20250807_143244
generalist2_mistral_11_b1,llm,mistral,generalist2_mistral,generalist2,1,"power losses, quality and safety issues",CONTEXT,11.0,20250807_143734
generalist2_mistral_11_b2,llm,mistral,generalist2_mistral,generalist2,2,reduced reliability in DC devices,CONTEXT,11.0,20250807_143734
generalist2_mistral_11_b3,llm,mistral,generalist2_mistral,generalist2,5,lack of pilot projects,CONTEXT,11.0,20250807_143734
generalist2_mistral_11_b4,llm,mistral,generalist2_mistral,generalist2,10,uncertain regulatory roadmap,CONTEXT,11.0,20250807_143734
generalist2_mistral_11_b5,llm,mistral,generalist2_mistral,generalist2,11,high costs of DC solutions,CONTEXT,11.0,20250807_143734
generalist2_mistral_12_b1,llm,mistral,generalist2_mistral,generalist2,1,"power losses, quality and safety issues",CONTEXT,12.0,20250807_144027
generalist2_mistral_12_b2,llm,mistral,generalist2_mistral,generalist2,2,reduced reliability in DC devices,CONTEXT,12.0,20250807_144027
generalist2_mistral_12_b3,llm,mistral,generalist2_mistral,generalist2,3,lack of use-cases in which DC is advantageous,CONTEXT,12.0,20250807_144027
generalist2_mistral_12_b4,llm,mistral,generalist2_mistral,generalist2,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",CONTEXT,12.0,20250807_144027
generalist2_mistral_12_b5,llm,mistral,generalist2_mistral,generalist2,5,lack of pilot projects,CONTEXT,12.0,20250807_144027
generalist2_mistral_13_b1,llm,mistral,generalist2_mistral,generalist2,1,"power losses, quality and safety issues",CONTEXT,13.0,20250807_145015
generalist2_mistral_13_b2,llm,mistral,generalist2_mistral,generalist2,2,reduced reliability in DC devices,CONTEXT,13.0,20250807_145015
generalist2_mistral_13_b3,llm,mistral,generalist2_mistral,generalist2,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",CONTEXT,13.0,20250807_145015
generalist2_mistral_13_b4,llm,mistral,generalist2_mistral,generalist2,5,lack of pilot projects,CONTEXT,13.0,20250807_145015
generalist2_mistral_13_b5,llm,mistral,generalist2_mistral,generalist2,6,public perception of DC and readiness to 'champion' installations from DC projects,CONTEXT,13.0,20250807_145015
generalist2_mistral_14_b1,llm,mistral,generalist2_mistral,generalist2,1,"power losses, quality and safety issues",CONTEXT,14.0,20250807_145358
generalist2_mistral_14_b2,llm,mistral,generalist2_mistral,generalist2,2,reduced reliability in DC devices,CONTEXT,14.0,20250807_145358
generalist2_mistral_14_b3,llm,mistral,generalist2_mistral,generalist2,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",CONTEXT,14.0,20250807_145358
generalist2_mistral_14_b4,llm,mistral,generalist2_mistral,generalist2,5,lack of pilot projects,CONTEXT,14.0,20250807_145358
generalist2_mistral_14_b5,llm,mistral,generalist2_mistral,generalist2,6,public perception of DC and readiness to 'champion' installations from DC projects,CONTEXT,14.0,20250807_145358
generalist2_mistral_15_b1,llm,mistral,generalist2_mistral,generalist2,1,"power losses, quality and safety issues",CONTEXT,15.0,20250807_150400
generalist2_mistral_15_b2,llm,mistral,generalist2_mistral,generalist2,2,reduced reliability in DC devices,CONTEXT,15.0,20250807_150400
generalist2_mistral_15_b3,llm,mistral,generalist2_mistral,generalist2,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",CONTEXT,15.0,20250807_150400
generalist2_mistral_15_b4,llm,mistral,generalist2_mistral,generalist2,5,lack of pilot projects,CONTEXT,15.0,20250807_150400
generalist2_mistral_15_b5,llm,mistral,generalist2_mistral,generalist2,6,public perception of DC and readiness to 'champion' installations from DC projects,CONTEXT,15.0,20250807_150400
generalist2_mistral_16_b1,llm,mistral,generalist2_mistral,generalist2,1,"power losses, quality and safety issues",CONTEXT,16.0,20250807_150918
generalist2_mistral_16_b2,llm,mistral,generalist2_mistral,generalist2,2,reduced reliability in DC devices,CONTEXT,16.0,20250807_150918
generalist2_mistral_16_b3,llm,mistral,generalist2_mistral,generalist2,3,lack of use-cases in which DC is advantageous,CONTEXT,16.0,20250807_150918
generalist2_mistral_16_b4,llm,mistral,generalist2_mistral,generalist2,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",CONTEXT,16.0,20250807_150918
generalist2_mistral_16_b5,llm,mistral,generalist2_mistral,generalist2,5,lack of pilot projects,CONTEXT,16.0,20250807_150918
generalist2_mistral_17_b1,llm,mistral,generalist2_mistral,generalist2,1,"power losses, quality and safety issues",CONTEXT,17.0,20250807_152052
generalist2_mistral_17_b2,llm,mistral,generalist2_mistral,generalist2,2,reduced reliability in DC devices,CONTEXT,17.0,20250807_152052
generalist2_mistral_17_b3,llm,mistral,generalist2_mistral,generalist2,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",CONTEXT,17.0,20250807_152052
generalist2_mistral_17_b4,llm,mistral,generalist2_mistral,generalist2,5,lack of pilot projects,CONTEXT,17.0,20250807_152052
generalist2_mistral_17_b5,llm,mistral,generalist2_mistral,generalist2,6,public perception of DC and readiness to 'champion' installations from DC projects,CONTEXT,17.0,20250807_152052
generalist2_mistral_18_b1,llm,mistral,generalist2_mistral,generalist2,1,"power losses, quality and safety issues",CONTEXT,18.0,20250807_152349
generalist2_mistral_18_b2,llm,mistral,generalist2_mistral,generalist2,2,reduced reliability in DC devices,CONTEXT,18.0,20250807_152349
generalist2_mistral_18_b3,llm,mistral,generalist2_mistral,generalist2,3,lack of use-cases in which DC is advantageous,CONTEXT,18.0,20250807_152349
generalist2_mistral_18_b4,llm,mistral,generalist2_mistral,generalist2,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",CONTEXT,18.0,20250807_152349
generalist2_mistral_18_b5,llm,mistral,generalist2_mistral,generalist2,5,lack of pilot projects,CONTEXT,18.0,20250807_152349
generalist2_mistral_19_b1,llm,mistral,generalist2_mistral,generalist2,1,"power losses, quality and safety issues",CONTEXT,19.0,20250807_152937
generalist2_mistral_19_b2,llm,mistral,generalist2_mistral,generalist2,2,reduced reliability in DC devices,CONTEXT,19.0,20250807_152937
generalist2_mistral_19_b4,llm,mistral,generalist2_mistral,generalist2,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",CONTEXT,19.0,20250807_152937
generalist2_mistral_19_b3,llm,mistral,generalist2_mistral,generalist2,5,lack of pilot projects,CONTEXT,19.0,20250807_152937
generalist2_mistral_19_b5,llm,mistral,generalist2_mistral,generalist2,10,uncertain regulatory roadmap,CONTEXT,19.0,20250807_152937
generalist2_mistral_20_b1,llm,mistral,generalist2_mistral,generalist2,1,"power losses, quality and safety issues",CONTEXT,20.0,20250807_153310
generalist2_mistral_20_b2,llm,mistral,generalist2_mistral,generalist2,2,reduced reliability in DC devices,CONTEXT,20.0,20250807_153310
generalist2_mistral_20_b3,llm,mistral,generalist2_mistral,generalist2,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",CONTEXT,20.0,20250807_153310
generalist2_mistral_20_b4,llm,mistral,generalist2_mistral,generalist2,5,lack of pilot projects,CONTEXT,20.0,20250807_153310
generalist2_mistral_20_b5,llm,mistral,generalist2_mistral,generalist2,6,public perception of DC and readiness to 'champion' installations from DC projects,CONTEXT,20.0,20250807_153310
generalist2_mistral_21_b1,llm,mistral,generalist2_mistral,generalist2,1,"power losses, quality and safety issues",CONTEXT,21.0,20250807_153706
generalist2_mistral_21_b2,llm,mistral,generalist2_mistral,generalist2,2,reduced reliability in DC devices,CONTEXT,21.0,20250807_153706
generalist2_mistral_21_b3,llm,mistral,generalist2_mistral,generalist2,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",CONTEXT,21.0,20250807_153706
